,AFG,AHO,ALG,ANZ,ARG,ARM,AUS,AUT,AZE,BAH,BAR,BDI,BEL,BER,BLR,BOH,BOT,BRA,BRN,BUL,CAN,CHI,CHN,CIV,CMR,COL,CRC,CRO,CUB,CYP,CZE,DEN,DJI,DOM,ECU,EGY,ERI,ESP,EST,ETH,EUN,FIJ,FIN,FRA,FRG,GAB,GBR,GDR,GEO,GER,GHA,GRE,GRN,GUA,GUY,HAI,HKG,HUN,INA,IND,IOA,IRI,IRL,IRQ,ISL,ISR,ISV,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KOR,KOS,KSA,KUW,LAT,LIB,LIE,LTU,LUX,MAR,MAS,MDA,MEX,MGL,MKD,MNE,MON,MOZ,MRI,NAM,NED,NEP,NGR,NIG,NOR,NZL,PAK,PAN,PAR,PER,PHI,POL,POR,PRK,PUR,QAT,ROU,RSA,RUS,SCG,SEN,SGP,SLO,SRB,SRI,SUD,SUI,SUR,SVK,SWE,SYR,TAN,TCH,TGA,THA,TJK,TOG,TPE,TTO,TUN,TUR,UAE,UAR,UGA,UKR,URS,URU,USA,UZB,VEN,VIE,WIF,YUG,ZAM,ZIM
1988,0.0,1.0,0.0,0.0,2.0,0.0,14.0,11.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,35.0,15.0,1.0,28.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,11.0,18.0,48.0,0.0,24.0,127.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,19.0,2.0,0.0,15.0,0.0,9.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,10.0,13.0,1.0,0.0,0.0,1.0,1.0,16.0,1.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,17.0,0.0,0.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,160.0,0.0,100.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0
1992,0.0,0.0,2.0,0.0,1.0,0.0,27.0,23.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,16.0,25.0,0.0,56.0,0.0,0.0,1.0,0.0,3.0,31.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,3.0,135.0,0.0,12.0,38.0,0.0,0.0,20.0,0.0,0.0,108.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,30.0,5.0,0.0,3.0,3.0,2.0,0.0,0.0,2.0,0.0,33.0,4.0,0.0,29.0,0.0,8.0,0.0,33.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,3.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,19.0,0.0,4.0,0.0,24.0,11.0,1.0,0.0,0.0,1.0,1.0,19.0,0.0,10.0,1.0,1.0,18.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,1.0,0.0,16.0,0.0,0.0,10.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,2.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,5.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,9.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1996,0.0,0.0,3.0,0.0,3.0,2.0,41.0,3.0,1.0,1.0,0.0,1.0,6.0,0.0,15.0,0.0,0.0,15.0,0.0,15.0,22.0,0.0,50.0,0.0,0.0,0.0,1.0,2.0,25.0,0.0,11.0,6.0,0.0,0.0,1.0,0.0,0.0,17.0,0.0,3.0,0.0,0.0,4.0,37.0,0.0,0.0,15.0,0.0,2.0,65.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,21.0,4.0,1.0,0.0,3.0,4.0,0.0,0.0,1.0,0.0,35.0,6.0,0.0,14.0,11.0,8.0,0.0,27.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,19.0,0.0,6.0,0.0,7.0,6.0,0.0,0.0,0.0,0.0,1.0,17.0,2.0,5.0,1.0,0.0,19.0,5.0,63.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,0.0,3.0,8.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,1.0,6.0,0.0,0.0,1.0,23.0,0.0,0.0,101.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
1998,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,15.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,8.0,0.0,0.0,1.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000,0.0,0.0,5.0,0.0,4.0,1.0,58.0,3.0,3.0,3.0,1.0,0.0,5.0,0.0,17.0,0.0,0.0,12.0,0.0,13.0,14.0,1.0,58.0,0.0,1.0,1.0,2.0,2.0,29.0,0.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,8.0,0.0,0.0,4.0,38.0,0.0,0.0,28.0,0.0,6.0,56.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,17.0,6.0,1.0,0.0,4.0,1.0,0.0,1.0,1.0,0.0,34.0,9.0,0.0,18.0,7.0,7.0,1.0,28.0,0.0,2.0,1.0,3.0,0.0,0.0,5.0,0.0,5.0,0.0,2.0,6.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,25.0,0.0,3.0,0.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,4.0,0.0,1.0,26.0,5.0,89.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,9.0,0.0,5.0,12.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,2.0,0.0,5.0,0.0,0.0,0.0,23.0,0.0,1.0,91.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0
2002,0.0,0.0,0.0,0.0,0.0,0.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,17.0,0.0,8.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,7.0,11.0,0.0,0.0,2.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004,0.0,0.0,0.0,0.0,6.0,0.0,50.0,7.0,5.0,2.0,0.0,0.0,3.0,0.0,13.0,0.0,0.0,10.0,0.0,12.0,12.0,3.0,63.0,0.0,1.0,2.0,0.0,5.0,27.0,0.0,9.0,8.0,0.0,1.0,0.0,5.0,1.0,20.0,3.0,7.0,0.0,0.0,2.0,33.0,0.0,0.0,30.0,0.0,4.0,49.0,0.0,16.0,0.0,0.0,0.0,0.0,1.0,17.0,4.0,1.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,32.0,5.0,0.0,37.0,8.0,7.0,0.0,30.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,2.0,0.0,6.0,5.0,0.0,0.0,1.0,0.0,0.0,10.0,3.0,5.0,0.0,0.0,19.0,6.0,90.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,5.0,0.0,6.0,7.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,5.0,1.0,0.0,11.0,1.0,0.0,0.0,22.0,0.0,0.0,101.0,5.0,2.0,0.0,0.0,0.0,0.0,3.0
2006,0.0,0.0,0.0,0.0,0.0,0.0,2.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,24.0,0.0,11.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,1.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008,1.0,0.0,2.0,0.0,6.0,6.0,46.0,3.0,7.0,2.0,0.0,0.0,2.0,0.0,18.0,0.0,0.0,16.0,0.0,5.0,19.0,1.0,100.0,0.0,1.0,2.0,0.0,5.0,24.0,0.0,6.0,9.0,0.0,2.0,1.0,1.0,0.0,18.0,2.0,7.0,0.0,0.0,4.0,41.0,0.0,0.0,48.0,0.0,6.0,43.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,3.0,0.0,2.0,3.0,0.0,1.0,1.0,0.0,27.0,9.0,0.0,25.0,13.0,15.0,2.0,31.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,2.0,1.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,0.0,4.0,0.0,9.0,9.0,0.0,1.0,0.0,0.0,0.0,10.0,2.0,6.0,0.0,0.0,8.0,1.0,72.0,0.0,0.0,1.0,5.0,3.0,0.0,1.0,7.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,4.0,2.0,1.0,7.0,0.0,0.0,0.0,27.0,0.0,0.0,110.0,6.0,1.0,1.0,0.0,0.0,0.0,4.0
2010,0.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,11.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,11.0,0.0,0.0,1.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,1.0,0.0,0.0,14.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,9.0,0.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,1.0,0.0,1.0,0.0,4.0,3.0,35.0,0.0,10.0,1.0,0.0,0.0,3.0,0.0,12.0,0.0,1.0,17.0,1.0,2.0,18.0,0.0,88.0,0.0,0.0,8.0,0.0,6.0,14.0,1.0,10.0,9.0,0.0,2.0,0.0,2.0,0.0,17.0,2.0,7.0,0.0,0.0,3.0,35.0,0.0,1.0,65.0,0.0,7.0,44.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,18.0,2.0,6.0,0.0,12.0,5.0,0.0,0.0,0.0,0.0,28.0,12.0,0.0,38.0,13.0,11.0,0.0,28.0,0.0,1.0,1.0,2.0,0.0,0.0,5.0,0.0,1.0,2.0,2.0,7.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,4.0,13.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,6.0,2.0,2.0,9.0,6.0,82.0,0.0,0.0,2.0,4.0,4.0,0.0,0.0,4.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,4.0,3.0,5.0,0.0,0.0,1.0,20.0,0.0,0.0,103.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
2014,0.0,0.0,0.0,0.0,0.0,0.0,3.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,15.0,0.0,0.0,4.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,8.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,11.0,0.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,0.0,0.0,2.0,0.0,4.0,4.0,29.0,1.0,18.0,2.0,0.0,1.0,6.0,0.0,9.0,0.0,0.0,19.0,2.0,3.0,22.0,0.0,70.0,2.0,0.0,8.0,0.0,10.0,11.0,0.0,10.0,15.0,0.0,1.0,0.0,3.0,0.0,17.0,1.0,8.0,0.0,1.0,1.0,42.0,0.0,0.0,67.0,0.0,7.0,42.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,15.0,3.0,2.0,2.0,8.0,2.0,0.0,0.0,2.0,0.0,28.0,11.0,1.0,41.0,18.0,13.0,0.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,5.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,1.0,1.0,4.0,18.0,0.0,0.0,0.0,0.0,1.0,11.0,1.0,7.0,1.0,1.0,4.0,10.0,56.0,0.0,0.0,1.0,4.0,8.0,0.0,0.0,7.0,0.0,4.0,11.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,3.0,1.0,3.0,8.0,1.0,0.0,0.0,11.0,0.0,0.0,121.0,13.0,3.0,2.0,0.0,0.0,0.0,0.0
