,AFG,AHO,ALG,ANZ,ARG,ARM,AUS,AUT,AZE,BAH,BAR,BDI,BEL,BER,BLR,BOH,BOT,BRA,BRN,BUL,CAN,CHI,CHN,CIV,CMR,COL,CRC,CRO,CUB,CYP,CZE,DEN,DJI,DOM,ECU,EGY,ERI,ESP,EST,ETH,EUN,FIJ,FIN,FRA,FRG,GAB,GBR,GDR,GEO,GER,GHA,GRE,GRN,GUA,GUY,HAI,HKG,HUN,INA,IND,IOA,IRI,IRL,IRQ,ISL,ISR,ISV,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KOR,KOS,KSA,KUW,LAT,LIB,LIE,LTU,LUX,MAR,MAS,MDA,MEX,MGL,MKD,MNE,MON,MOZ,MRI,NAM,NED,NEP,NGR,NIG,NOR,NZL,PAK,PAN,PAR,PER,PHI,POL,POR,PRK,PUR,QAT,ROU,RSA,RUS,SCG,SEN,SGP,SLO,SRB,SRI,SUD,SUI,SUR,SVK,SWE,SYR,TAN,TCH,TGA,THA,TJK,TOG,TPE,TTO,TUN,TUR,UAE,UAR,UGA,UKR,URS,URU,USA,UZB,VEN,VIE,WIF,YUG,ZAM,ZIM
1984,0.0,13.0,33.0,0.0,152.0,0.0,357.0,235.0,0.0,31.0,25.0,0.0,95.0,13.0,0.0,0.0,8.0,197.0,14.0,33.0,663.0,76.0,393.0,18.0,56.0,48.0,39.0,0.0,0.0,22.0,0.0,74.0,3.0,24.0,15.0,151.0,0.0,282.0,0.0,0.0,0.0,26.0,187.0,411.0,691.0,4.0,587.0,105.0,0.0,0.0,27.0,86.0,6.0,53.0,12.0,3.0,87.0,16.0,23.0,53.0,0.0,0.0,55.0,25.0,45.0,65.0,52.0,485.0,75.0,15.0,440.0,0.0,67.0,0.0,278.0,0.0,42.0,31.0,0.0,38.0,27.0,0.0,5.0,42.0,27.0,0.0,158.0,12.0,0.0,0.0,10.0,14.0,7.0,0.0,214.0,10.0,36.0,4.0,229.0,171.0,33.0,10.0,18.0,44.0,32.0,42.0,48.0,17.0,59.0,26.0,228.0,0.0,0.0,0.0,31.0,14.0,0.0,0.0,6.0,9.0,324.0,7.0,0.0,352.0,9.0,21.0,79.0,7.0,40.0,0.0,6.0,72.0,23.0,28.0,73.0,11.0,0.0,30.0,0.0,143.0,23.0,849.0,0.0,44.0,0.0,0.0,269.0,18.0,20.0
1988,5.0,7.0,45.0,0.0,179.0,0.0,375.0,249.0,0.0,18.0,26.0,0.0,86.0,14.0,0.0,0.0,11.0,233.0,16.0,333.0,693.0,39.0,442.0,29.0,21.0,57.0,38.0,0.0,0.0,19.0,0.0,131.0,6.0,18.0,15.0,59.0,0.0,346.0,0.0,0.0,0.0,42.0,193.0,528.0,671.0,2.0,567.0,500.0,0.0,0.0,21.0,87.0,7.0,52.0,8.0,5.0,91.0,322.0,43.0,58.0,0.0,26.0,78.0,28.0,48.0,29.0,53.0,479.0,55.0,9.0,525.0,0.0,88.0,0.0,607.0,0.0,13.0,34.0,0.0,40.0,52.0,0.0,14.0,35.0,17.0,0.0,165.0,41.0,0.0,0.0,13.0,12.0,11.0,0.0,227.0,20.0,86.0,6.0,194.0,131.0,33.0,9.0,13.0,26.0,43.0,235.0,99.0,15.0,73.0,13.0,197.0,0.0,0.0,0.0,35.0,27.0,0.0,0.0,9.0,8.0,277.0,10.0,0.0,377.0,13.0,10.0,345.0,7.0,15.0,0.0,6.0,145.0,10.0,45.0,70.0,36.0,0.0,30.0,0.0,799.0,18.0,912.0,0.0,17.0,12.0,0.0,232.0,33.0,47.0
1992,0.0,6.0,44.0,0.0,157.0,0.0,431.0,248.0,0.0,18.0,22.0,0.0,110.0,30.0,0.0,0.0,6.0,249.0,15.0,308.0,631.0,27.0,468.0,18.0,12.0,61.0,26.0,54.0,196.0,30.0,0.0,157.0,8.0,32.0,15.0,83.0,0.0,582.0,97.0,24.0,864.0,36.0,244.0,670.0,0.0,5.0,602.0,0.0,0.0,846.0,41.0,102.0,5.0,41.0,7.0,8.0,66.0,413.0,51.0,65.0,76.0,44.0,81.0,8.0,46.0,44.0,53.0,611.0,59.0,5.0,528.0,0.0,55.0,0.0,379.0,0.0,17.0,37.0,78.0,26.0,26.0,67.0,13.0,68.0,30.0,0.0,174.0,49.0,0.0,0.0,12.0,7.0,22.0,10.0,297.0,2.0,72.0,3.0,270.0,185.0,28.0,7.0,31.0,21.0,40.0,361.0,115.0,159.0,107.0,30.0,368.0,141.0,0.0,0.0,35.0,37.0,108.0,0.0,16.0,7.0,300.0,9.0,0.0,388.0,9.0,9.0,417.0,5.0,64.0,0.0,9.0,49.0,13.0,15.0,71.0,36.0,0.0,9.0,0.0,0.0,18.0,968.0,0.0,27.0,10.0,0.0,60.0,11.0,28.0
1994,0.0,0.0,0.0,0.0,20.0,2.0,47.0,130.0,0.0,0.0,0.0,0.0,8.0,1.0,74.0,0.0,0.0,1.0,0.0,38.0,149.0,7.0,43.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,117.0,9.0,0.0,0.0,0.0,0.0,0.0,33.0,67.0,0.0,0.0,1.0,112.0,169.0,0.0,0.0,51.0,0.0,7.0,184.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,10.0,193.0,6.0,0.0,125.0,71.0,0.0,2.0,45.0,0.0,0.0,0.0,42.0,0.0,25.0,13.0,5.0,0.0,0.0,4.0,1.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,159.0,16.0,0.0,0.0,0.0,0.0,0.0,59.0,4.0,0.0,6.0,0.0,48.0,3.0,208.0,0.0,1.0,0.0,59.0,0.0,0.0,0.0,106.0,0.0,67.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,60.0,0.0,0.0,237.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
1996,2.0,7.0,47.0,0.0,221.0,38.0,550.0,92.0,24.0,36.0,22.0,7.0,81.0,10.0,259.0,0.0,7.0,251.0,5.0,181.0,408.0,24.0,438.0,13.0,19.0,62.0,13.0,117.0,178.0,24.0,169.0,145.0,5.0,16.0,28.0,33.0,0.0,384.0,52.0,19.0,0.0,21.0,105.0,453.0,0.0,9.0,391.0,0.0,42.0,626.0,40.0,180.0,5.0,28.0,9.0,7.0,32.0,315.0,45.0,54.0,0.0,18.0,99.0,3.0,15.0,38.0,14.0,460.0,69.0,5.0,448.0,142.0,54.0,53.0,417.0,0.0,34.0,27.0,55.0,1.0,2.0,81.0,7.0,38.0,43.0,50.0,111.0,18.0,16.0,0.0,4.0,3.0,36.0,10.0,290.0,6.0,84.0,3.0,116.0,129.0,24.0,9.0,7.0,33.0,18.0,207.0,131.0,36.0,91.0,13.0,284.0,111.0,552.0,79.0,12.0,35.0,47.0,0.0,11.0,4.0,172.0,11.0,98.0,233.0,8.0,7.0,0.0,5.0,58.0,8.0,7.0,107.0,16.0,52.0,61.0,4.0,0.0,12.0,351.0,0.0,15.0,839.0,95.0,53.0,6.0,0.0,0.0,8.0,21.0
1998,0.0,0.0,0.0,0.0,6.0,7.0,34.0,154.0,4.0,0.0,0.0,0.0,3.0,1.0,107.0,0.0,0.0,1.0,0.0,34.0,208.0,6.0,88.0,0.0,0.0,0.0,0.0,13.0,0.0,1.0,119.0,19.0,0.0,0.0,0.0,0.0,0.0,24.0,48.0,0.0,0.0,0.0,132.0,159.0,0.0,0.0,45.0,0.0,6.0,217.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,1.0,0.0,1.0,10.0,0.0,12.0,3.0,9.0,179.0,6.0,0.0,245.0,114.0,1.0,2.0,79.0,0.0,0.0,0.0,49.0,0.0,19.0,18.0,1.0,0.0,0.0,4.0,0.0,3.0,3.0,0.0,6.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,149.0,9.0,0.0,0.0,0.0,0.0,0.0,79.0,2.0,17.0,7.0,0.0,29.0,3.0,197.0,2.0,0.0,0.0,69.0,0.0,0.0,0.0,118.0,0.0,64.0,146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,1.0,0.0,0.0,0.0,104.0,0.0,1.0,284.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
2000,0.0,8.0,51.0,0.0,165.0,26.0,788.0,114.0,32.0,39.0,28.0,6.0,94.0,7.0,231.0,0.0,9.0,236.0,4.0,150.0,422.0,58.0,414.0,18.0,39.0,54.0,9.0,108.0,271.0,24.0,162.0,124.0,2.0,13.0,11.0,103.0,3.0,431.0,41.0,27.0,0.0,9.0,88.0,470.0,0.0,6.0,415.0,0.0,47.0,567.0,28.0,175.0,3.0,18.0,4.0,5.0,46.0,238.0,54.0,70.0,4.0,34.0,76.0,4.0,29.0,58.0,12.0,457.0,65.0,8.0,363.0,158.0,59.0,71.0,359.0,0.0,23.0,30.0,60.0,6.0,2.0,77.0,9.0,55.0,55.0,35.0,98.0,23.0,15.0,0.0,4.0,4.0,26.0,16.0,285.0,5.0,100.0,4.0,115.0,177.0,27.0,7.0,5.0,22.0,22.0,240.0,64.0,47.0,38.0,19.0,252.0,161.0,602.0,125.0,32.0,23.0,90.0,0.0,24.0,3.0,138.0,5.0,132.0,198.0,8.0,4.0,0.0,3.0,68.0,4.0,3.0,75.0,29.0,47.0,67.0,5.0,0.0,13.0,368.0,0.0,17.0,764.0,85.0,65.0,7.0,0.0,0.0,8.0,26.0
2002,0.0,0.0,0.0,0.0,26.0,17.0,41.0,148.0,4.0,0.0,0.0,0.0,13.0,1.0,123.0,0.0,0.0,10.0,0.0,54.0,215.0,11.0,108.0,0.0,2.0,0.0,2.0,29.0,0.0,2.0,163.0,11.0,0.0,0.0,0.0,0.0,0.0,16.0,51.0,0.0,0.0,2.0,165.0,176.0,0.0,0.0,70.0,0.0,6.0,259.0,0.0,17.0,0.0,0.0,0.0,0.0,5.0,46.0,0.0,1.0,0.0,2.0,9.0,0.0,12.0,7.0,8.0,198.0,2.0,0.0,203.0,101.0,2.0,4.0,87.0,0.0,0.0,0.0,68.0,3.0,18.0,21.0,0.0,0.0,0.0,9.0,3.0,4.0,4.0,0.0,7.0,0.0,0.0,0.0,49.0,2.0,0.0,0.0,166.0,16.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,41.0,4.0,240.0,8.0,0.0,0.0,96.0,0.0,0.0,0.0,167.0,0.0,79.0,159.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,6.0,3.0,0.0,5.0,0.0,0.0,0.0,111.0,0.0,0.0,313.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0
2004,5.0,3.0,71.0,0.0,179.0,19.0,601.0,92.0,37.0,28.0,15.0,7.0,70.0,10.0,192.0,0.0,12.0,318.0,10.0,119.0,391.0,29.0,518.0,5.0,19.0,71.0,21.0,100.0,177.0,21.0,171.0,115.0,0.0,33.0,18.0,104.0,5.0,423.0,45.0,27.0,0.0,9.0,67.0,461.0,0.0,5.0,360.0,0.0,39.0,592.0,29.0,499.0,5.0,19.0,4.0,8.0,42.0,258.0,39.0,81.0,0.0,37.0,55.0,24.0,34.0,46.0,9.0,474.0,62.0,8.0,414.0,130.0,46.0,32.0,344.0,0.0,16.0,11.0,45.0,5.0,1.0,70.0,14.0,57.0,38.0,33.0,137.0,21.0,14.0,0.0,3.0,4.0,9.0,10.0,264.0,6.0,79.0,4.0,60.0,184.0,26.0,5.0,22.0,14.0,21.0,224.0,93.0,71.0,52.0,15.0,193.0,128.0,593.0,96.0,21.0,22.0,102.0,0.0,8.0,4.0,138.0,4.0,84.0,157.0,6.0,9.0,0.0,5.0,51.0,9.0,3.0,104.0,26.0,64.0,74.0,5.0,0.0,11.0,357.0,0.0,18.0,726.0,79.0,53.0,11.0,0.0,0.0,6.0,14.0
2006,0.0,0.0,3.0,0.0,17.0,9.0,45.0,132.0,2.0,0.0,0.0,0.0,8.0,1.0,70.0,0.0,0.0,12.0,0.0,44.0,305.0,15.0,146.0,0.0,0.0,0.0,1.0,46.0,0.0,2.0,170.0,4.0,0.0,0.0,0.0,0.0,0.0,28.0,63.0,1.0,0.0,0.0,140.0,159.0,0.0,0.0,54.0,0.0,4.0,263.0,0.0,8.0,0.0,0.0,0.0,0.0,3.0,32.0,0.0,5.0,0.0,3.0,5.0,0.0,12.0,6.0,0.0,290.0,0.0,0.0,190.0,97.0,1.0,2.0,85.0,0.0,0.0,0.0,92.0,7.0,12.0,14.0,1.0,0.0,0.0,10.0,0.0,2.0,5.0,0.0,10.0,0.0,0.0,0.0,63.0,1.0,0.0,0.0,161.0,18.0,0.0,0.0,0.0,0.0,0.0,91.0,1.0,7.0,0.0,0.0,53.0,9.0,283.0,11.0,3.0,0.0,96.0,0.0,0.0,0.0,181.0,0.0,114.0,168.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,17.0,0.0,0.0,0.0,109.0,0.0,0.0,325.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
2008,4.0,4.0,57.0,0.0,145.0,26.0,570.0,93.0,44.0,33.0,10.0,3.0,112.0,6.0,237.0,0.0,11.0,338.0,15.0,87.0,449.0,29.0,730.0,22.0,32.0,90.0,8.0,125.0,171.0,18.0,158.0,108.0,2.0,27.0,26.0,116.0,11.0,355.0,53.0,29.0,0.0,6.0,70.0,448.0,0.0,4.0,420.0,0.0,38.0,558.0,9.0,176.0,9.0,13.0,4.0,7.0,47.0,216.0,26.0,67.0,0.0,55.0,63.0,4.0,31.0,60.0,8.0,459.0,66.0,7.0,457.0,146.0,47.0,22.0,329.0,0.0,18.0,8.0,53.0,6.0,2.0,78.0,19.0,49.0,42.0,30.0,103.0,31.0,7.0,20.0,5.0,4.0,11.0,11.0,283.0,8.0,89.0,4.0,102.0,201.0,22.0,5.0,7.0,13.0,17.0,316.0,87.0,66.0,31.0,20.0,172.0,179.0,600.0,0.0,17.0,36.0,73.0,97.0,9.0,9.0,116.0,4.0,67.0,169.0,7.0,9.0,0.0,3.0,53.0,16.0,4.0,92.0,35.0,29.0,71.0,9.0,0.0,11.0,327.0,0.0,13.0,763.0,69.0,126.0,18.0,0.0,0.0,8.0,16.0
2010,0.0,0.0,1.0,0.0,20.0,6.0,49.0,132.0,4.0,0.0,0.0,0.0,10.0,1.0,95.0,0.0,0.0,7.0,0.0,41.0,308.0,10.0,127.0,0.0,0.0,2.0,0.0,37.0,0.0,4.0,172.0,23.0,0.0,0.0,0.0,0.0,0.0,35.0,64.0,1.0,0.0,0.0,146.0,196.0,0.0,0.0,78.0,0.0,9.0,259.0,1.0,12.0,0.0,0.0,0.0,0.0,3.0,32.0,0.0,3.0,0.0,7.0,7.0,0.0,7.0,4.0,0.0,208.0,1.0,0.0,153.0,100.0,0.0,3.0,84.0,0.0,0.0,0.0,81.0,6.0,5.0,13.0,0.0,2.0,0.0,11.0,2.0,2.0,4.0,2.0,6.0,0.0,0.0,0.0,65.0,1.0,0.0,0.0,190.0,22.0,1.0,0.0,0.0,5.0,0.0,106.0,1.0,3.0,0.0,0.0,49.0,2.0,279.0,0.0,2.0,0.0,107.0,15.0,0.0,0.0,190.0,0.0,107.0,172.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,95.0,0.0,0.0,341.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,6.0,0.0,39.0,0.0,148.0,31.0,514.0,90.0,59.0,29.0,8.0,6.0,142.0,8.0,185.0,0.0,4.0,306.0,14.0,75.0,354.0,44.0,479.0,10.0,32.0,120.0,11.0,118.0,118.0,13.0,159.0,149.0,4.0,36.0,36.0,132.0,12.0,339.0,36.0,34.0,0.0,9.0,69.0,426.0,0.0,21.0,684.0,0.0,36.0,510.0,7.0,115.0,8.0,24.0,6.0,5.0,55.0,201.0,22.0,95.0,4.0,57.0,76.0,8.0,36.0,56.0,9.0,382.0,62.0,9.0,399.0,132.0,51.0,15.0,312.0,0.0,23.0,12.0,50.0,10.0,4.0,72.0,11.0,67.0,38.0,20.0,119.0,32.0,4.0,34.0,6.0,6.0,11.0,9.0,222.0,5.0,58.0,6.0,69.0,204.0,21.0,8.0,10.0,16.0,11.0,256.0,98.0,57.0,28.0,14.0,155.0,145.0,549.0,0.0,32.0,36.0,78.0,134.0,8.0,6.0,126.0,5.0,65.0,168.0,10.0,6.0,0.0,3.0,43.0,16.0,6.0,55.0,38.0,87.0,119.0,26.0,0.0,16.0,304.0,0.0,27.0,689.0,56.0,85.0,24.0,0.0,0.0,7.0,9.0
2014,0.0,0.0,0.0,0.0,20.0,6.0,84.0,213.0,4.0,0.0,0.0,0.0,11.0,1.0,72.0,0.0,0.0,17.0,0.0,47.0,359.0,14.0,109.0,0.0,0.0,0.0,0.0,25.0,0.0,2.0,179.0,15.0,0.0,0.0,0.0,0.0,0.0,39.0,66.0,0.0,0.0,0.0,147.0,201.0,0.0,0.0,78.0,0.0,7.0,271.0,0.0,13.0,0.0,0.0,0.0,0.0,1.0,37.0,0.0,2.0,1.0,7.0,8.0,0.0,11.0,6.0,2.0,227.0,2.0,0.0,171.0,115.0,0.0,2.0,130.0,0.0,0.0,0.0,82.0,3.0,5.0,20.0,1.0,4.0,0.0,5.0,1.0,2.0,6.0,3.0,11.0,0.0,0.0,0.0,82.0,1.0,0.0,0.0,219.0,18.0,1.0,0.0,1.0,5.0,1.0,149.0,4.0,0.0,0.0,0.0,40.0,0.0,353.0,0.0,0.0,0.0,116.0,17.0,0.0,0.0,219.0,0.0,115.0,148.0,0.0,0.0,0.0,1.0,3.0,1.0,3.0,5.0,0.0,0.0,11.0,0.0,0.0,0.0,101.0,0.0,0.0,367.0,5.0,1.0,0.0,0.0,0.0,0.0,2.0
2016,3.0,0.0,74.0,0.0,232.0,34.0,518.0,85.0,69.0,38.0,13.0,10.0,138.0,8.0,142.0,0.0,14.0,583.0,33.0,58.0,405.0,47.0,499.0,15.0,22.0,157.0,12.0,93.0,143.0,21.0,135.0,143.0,8.0,30.0,40.0,137.0,12.0,363.0,49.0,38.0,0.0,53.0,67.0,512.0,0.0,6.0,478.0,0.0,45.0,536.0,15.0,104.0,6.0,25.0,7.0,10.0,47.0,204.0,31.0,130.0,9.0,67.0,93.0,20.0,14.0,59.0,7.0,399.0,77.0,8.0,436.0,123.0,80.0,19.0,263.0,8.0,11.0,0.0,33.0,9.0,3.0,80.0,15.0,52.0,42.0,23.0,139.0,46.0,6.0,35.0,8.0,8.0,11.0,11.0,329.0,7.0,77.0,6.0,77.0,232.0,7.0,14.0,11.0,34.0,13.0,289.0,106.0,38.0,41.0,42.0,121.0,155.0,406.0,0.0,22.0,32.0,70.0,127.0,10.0,6.0,152.0,6.0,63.0,186.0,7.0,7.0,0.0,7.0,58.0,7.0,5.0,67.0,43.0,65.0,119.0,12.0,0.0,23.0,272.0,0.0,17.0,719.0,80.0,105.0,28.0,0.0,0.0,7.0,31.0
